"time","slipAngleFrontWheel","slipAngleRearLeftWheel","slipAngleRearRightWheel","forceFrontWheel[1,2]","forceRearLeftWheel[1,2]","forceRearRightWheel[1,2]"
4.6,-0.01079524725010397,-0.009633222107834783,-0.007548038133262034,-197.2002228634529,-264.3424268190562,-207.6299327282314
4.7,-0.01075002860391556,-0.009688613318924701,-0.007583348084573276,-196.3871032633834,-265.843216088856,-208.5936113004551
4.8,-0.01069193225245313,-0.009733471114647755,-0.007612418023741176,-195.3422289557635,-267.0584232275718,-209.3869107574132
4.9,-0.01062101319292835,-0.009767736489130227,-0.007635258754131299,-194.0663878868051,-267.9865613888609,-210.0101457591179
5,-0.01053729799062884,-0.009791446352061606,-0.007651940763573318,-192.5598802720083,-268.6288024026049,-210.4653099043175
5.1,-0.01044121734120495,-0.009804428101788738,-0.007662355932565568,-190.8301715324437,-268.9804949958584,-210.7494440674541
5.2,-0.01033288697068406,-0.009806721392040323,-0.007666543883605524,-188.8791118004955,-269.0428155781361,-210.8636812093435
5.3,-0.0102126153654238,-0.009798305810696481,-0.00766448083464523,-186.7119442709788,-268.8151894101525,-210.8073617939042
5.4,-0.0100806325308143,-0.009779380086566106,-0.007656295951263661,-184.3324689468029,-268.3029180414424,-210.5839762065253
5.5,-0.009937092655322421,-0.009749830005997643,-0.00764185881428438,-181.7431788510576,-267.5029144563556,-210.1899974189844
5.6,-0.009782688647127731,-0.009709619517918129,-0.007621087363613574,-178.9562539605298,-266.4140983877715,-209.6231630287529
5.7,-0.009617457375069327,-0.009658899465251393,-0.007594021007273328,-175.9719714473452,-265.0403875533653,-208.8844983279145
5.8,-0.009441911256431946,-0.009597696532666948,-0.007560593535306942,-172.7992524425871,-263.3823315508513,-207.9721523973236
5.9,-0.009256431812286718,-0.009526299453806862,-0.007520926586226197,-169.4446527828666,-261.4475587022715,-206.8893966222005
6,-0.009061307160767511,-0.0094446039003158,-0.00747481952438632,-165.9130602662442,-259.2330181326857,-205.6306973819664
6.1,-0.00885702758917925,-0.009352833266139639,-0.00742231653553588,-162.2130200931202,-256.7444925197817,-204.1971787084938
6.2,-0.008644045625170061,-0.009251196981765136,-0.00736344019437008,-158.352405312054,-253.9873075628142,-202.5893267576179
6.3,-0.008422747686942456,-0.009139612599279631,-0.007297964534583875,-154.3379771664741,-250.9590517578496,-200.8009635460039
6.4,-0.008193523385059725,-0.009018407853822529,-0.007225981839631796,-150.1765140178752,-247.6682304058346,-198.8344630179486
6.5,-0.007956760729806278,-0.008887779455165284,-0.00714747122275872,-145.8748393437963,-244.1198739348627,-196.6891576109616
6.6,-0.007713010073599784,-0.008747822116040934,-0.007062320346604301,-141.4427235154069,-240.316195176557,-194.3618495126582
6.7,-0.007462591752074841,-0.008598775717942465,-0.006970524922536193,-136.8858113069194,-236.2633693561684,-191.8522976710523
6.8,-0.007205858774503537,-0.008440862874151328,-0.006872061457901222,-132.2103696456686,-231.9670890766945,-189.1597191568447
6.9,-0.006943247032750411,-0.008274249627777669,-0.006766853950564916,-127.4242001534714,-227.4315199250032,-186.2818942727434
7,-0.006675213187957585,-0.008099241270624535,-0.006654936564535982,-122.5355309028397,-222.6646333343256,-183.2196143396286
7.1,-0.006402030132124594,-0.007915952001079071,-0.006536182226301482,-117.549262055278,-217.6691929845855,-179.9692440705648
7.2,-0.006124100650853271,-0.007724793297953921,-0.00641070704065064,-112.4727164782286,-212.4561253964036,-176.5338300336446
7.3,-0.005841870437323596,-0.007526134283343248,-0.006278593964995859,-107.3139770903293,-207.0350911687329,-172.9154148354559
7.4,-0.005555755886661073,-0.007320055817094486,-0.006139686925391394,-102.0806829461494,-201.4080184084498,-169.1095687738271
7.5,-0.00526575211405531,-0.007106748867798029,-0.00599391541067642,-96.77280034721626,-195.5799339828719,-165.1142579581182
7.6,-0.004972369898674879,-0.006886597286618538,-0.005841378114477152,-91.39971664376276,-189.5610210466439,-160.9319843031245
7.7,-0.004675815773567754,-0.006659899726009825,-0.005682103663816332,-85.96529223163381,-183.359220979009,-156.5633692702368
7.8,-0.004376386910783101,-0.006426916810176911,-0.005516092748708178,-80.47507050544621,-176.9814612613446,-152.0082684424625
7.9,-0.004074400147420448,-0.006187991060307681,-0.005343420527830937,-74.93497595314112,-170.4369463155766,-147.268585394651
8,-0.00377002542737148,-0.005943395387165067,-0.005164107796638503,-69.34826096168919,-163.7330070005424,-142.3447372411487
8.1,-0.003463511311591722,-0.005693443362101528,-0.004978216621446306,-63.719640165703,-156.8781430355426,-137.23829538153
8.199999999999999,-0.003155024558840269,-0.005438413453176841,-0.004785785529277694,-58.05233768303718,-149.8798963179559,-131.9501702566723
8.300000000000001,-0.002844791541838696,-0.005178614805856769,-0.004586886702648056,-52.35069040404092,-142.7467163277725,-126.4822314398242
8.4,-0.002533153978573476,-0.004914533845703908,-0.004381757918577797,-46.62115001827576,-135.4919014826766,-120.8408733150715
8.5,-0.002219903425363991,-0.004646122073609181,-0.004170170631422231,-40.86010777172294,-128.1141856686039,-115.0197505465365
8.6,-0.001905546575814453,-0.004374191519198923,-0.003952673483016544,-35.07707520143415,-120.6359297501117,-109.0338655995835
8.699999999999999,-0.001590068459054149,-0.004098683544589802,-0.003729045284686163,-29.27199382901105,-113.055573421443,-102.8770544813151
8.800000000000001,-0.001273565273707687,-0.003819882108616365,-0.003499379045529549,-23.44685556630914,-105.3810397197738,-96.55182923504131
8.9,-0.0009561130152701266,-0.00353812840131518,-0.003263829749324743,-17.60328706034932,-97.62188551462809,-90.06245754082717
9,-0.000638838514805624,-0.003255277546511965,-0.003023969756065751,-11.76225636814928,-89.82930644898885,-83.45221571787148
9.1,-0.0003197324304359278,-0.002968117998170597,-0.00277668487803957,-5.887021770606673,-81.91507139232976,-76.6353533924501
9.199999999999999,-4.894140154385359e-07,-0.002679999162489014,-0.002524958208044281,-0.009011325687896999,-73.97162633998093,-69.69408030021935
9.300000000000001,0.0003189901774720766,-0.002390268124271732,-0.002268068877427658,5.873364602450213,-65.98121991396836,-62.60860788308948
9.4,0.0006388561829579349,-0.002099315210584993,-0.002006278073682849,11.7626196525537,-57.95484140207756,-55.38621448329982
9.5,0.0009588665438487015,-0.001807376474496368,-0.001739713187527917,17.65405113923986,-49.89926278142043,-48.03053202326513
9.6,0.001278982771194137,-0.001514822153574337,-0.00146864174745202,23.5467067827701,-41.82497187532852,-40.54908335829177
9.699999999999999,0.001599076417359484,-0.001221939542877909,-0.001193264614881029,29.43797603720066,-33.74016640148918,-32.94756698266176
9.800000000000001,0.001919040536255819,-0.0009290398627550769,-0.0009138183305186296,35.32564587579474,-25.65371625169214,-25.23269435233098
9.9,0.002238765473551795,-0.0006364170206369329,-0.0006305354001457436,41.2074563351453,-17.57401933576857,-17.41109027677555
10,0.002558120631322137,-0.0003443846317461367,-0.0003436808925379603,47.08076444667709,-9.510019251375253,-9.490300558411919
10.1,0.002876971468850335,-5.324147131120911e-05,-5.351868776815992e-05,52.9428596331058,-1.470249280770735,-1.477860008339416
10.2,0.003195178773093049,0.0002367179318373963,0.0002396780594738343,58.79095139834136,6.536878388984667,6.618421075455388
10.3,0.003512586809616155,0.0005251938087541629,0.0005356171217607834,64.62195193323527,14.50281341448224,14.79018824954261
10.4,0.003829040956323462,0.0008119100676055011,0.000834016428094649,70.4328030997993,22.41966859511372,23.02935256642524
10.5,0.00414434127155085,0.001096570549457253,0.001134559376197992,76.21962216878026,30.27901435586399,31.32685888733706
10.6,0.004458309081500698,0.001378868027041358,0.001436903260849114,81.97892834264121,38.07212949340809,39.67292215413826
10.7,0.004770694255647653,0.001658541032631726,0.001740738127574872,87.70594920892869,45.79157310392765,48.05865530072638
10.8,0.005081381652333385,0.001935338944069447,0.002045751340586475,93.39839342021644,53.43022178318251,56.47509599484571
10.9,0.005390009387122116,0.002208957269682063,0.002351558748450927,99.04947363874557,60.97948463461611,64.91130464574603
11,0.00569628169422148,0.002479086237810903,0.002657754638582963,104.6536442358208,68.4306493171068,73.35575467400304
11.1,0.006000008176596038,0.002745549180806213,0.002964060881368819,110.2072759862098,75.77869734440294,81.80045210298539
11.2,0.006300964900216595,0.003008099021690411,0.003270109467304641,115.7061894274953,83.01669171769053,90.23492780813157
11.3,0.006598768201029667,0.0032664009368415,0.003575422189311268,121.1432706447434,90.13530062649667,98.64570077761438
11.4,0.006892728264131755,0.003520258134292224,0.003879655950646175,126.5059198123881,97.12903897884573,107.0230401737926
11.5,0.007183412315753672,0.003769649808636284,0.004182644877244023,131.804393049748,103.9972581564786,115.362087640561
11.6,0.007469525693200398,0.004013797480405217,0.004483375557711043,137.0151599254347,110.7185174229941,123.6347427109327
11.7,0.007750993989562444,0.004252993300336676,0.004782001242854264,142.1368477955788,117.3008396496194,131.8449875325946
11.8,0.008027473329045607,0.004486844260932859,0.005077902826321519,147.1632754688358,123.733433242101,139.9756221103229
11.9,0.008298531379912421,0.004715179056603073,0.005370693326874505,152.0866872394879,130.0116317525387,148.0158694195698
12,0.00856369739406284,0.00493780335178257,0.005659947057764744,156.8986611539831,136.1301560308038,155.9539293092953
12.1,0.008822542316864227,0.005154540282443947,0.00594524483484805,161.5915773500896,142.0842316742937,163.7782292132933
12.2,0.009074609223460201,0.005365221214112597,0.006226164557405495,166.1573500975995,147.8693308521799,171.4771646006581
12.3,0.00931942464024429,0.005569693337491837,0.006502290578346752,170.58764195235,153.4813851994098,179.0393650239862
12.4,0.009556551851125764,0.005767831685997669,0.006773228392826318,174.8748138666055,158.9171005973271,186.4540791112581
12.5,0.009785482738482528,0.005959451743345048,0.007038504566371243,179.0099689306572,164.1715666580875,193.708452615155
12.6,0.01000586120420616,0.006144573394783812,0.007297878499293673,182.9869381798508,169.2454600561126,200.7960086539078
12.7,0.01021644387498201,0.006322889984030508,0.007550713128802707,186.7838732801649,174.1306885767804,207.6996982469266
12.8,0.01041800972753399,0.006494241877740467,0.007796529678671189,190.414971959646,178.8229374763716,214.4065266717667
12.9,0.01060941152156054,0.006659076779491541,0.0080355895962799,193.8600199210858,183.3346973690247,220.9239453553213
13,0.01079013111497327,0.006816448882568021,0.008266462047301762,197.110128517405,187.6403020922294,227.2132917126291
13.1,0.01095981889810527,0.006967098351224951,0.008489750076923108,200.1594179033622,191.7601960309341,233.2913335541505
13.2,0.01111810569838692,0.007110631760823407,0.008704684477341771,203.0016840820405,195.683826307856,239.1375129940399
13.3,0.01126448136451671,0.00724702749601932,0.00891094702664816,205.6282052788194,199.410819804394,244.7436045087859
13.4,0.01139862979118285,0.007376316504053613,0.00910828514626813,208.0337178487104,202.9422215831241,250.1031713191103
13.5,0.01152019695422979,0.007498468244392928,0.009296374730816168,210.2122756266687,206.2773963922961,255.2078638785744
13.6,0.01162872419095574,0.00761341037807014,0.009474845477685087,212.1560538159534,209.4145745409865,260.0481156755122
13.7,0.01172393245222338,0.007721156956078856,0.009643438970622992,213.8604209351913,212.3543364604295,264.6174078705182
13.8,0.01180557781085288,0.007821773120364712,0.009801969850937059,215.3213271602349,215.0986394494776,268.9111960181132
13.9,0.01187341021460179,0.007915224988030095,0.00995013867021019,216.534597925736,217.6467391328679,272.9218580183194
14,0.01192713821564026,0.008001490156531852,0.01008767211673576,217.4952702949396,219.9981938634741,276.6424767327732
14.1,0.01196678991810103,0.00808076489119974,0.01021458258968862,218.2040622816138,222.1585113120015,280.0738535993656
14.2,0.01199196605116531,0.008152729390542027,0.01033025549690583,218.6538722973006,224.1190663003251,283.1997201882552
14.3,0.01200261782941939,0.00821779210969396,0.01043499829411601,218.8441311340155,225.8912405383061,286.0290116603518
14.4,0.01199883693785576,0.00827574725719488,0.0105283690953158,218.7763815524343,227.4694706807373,288.5500489907034
14.5,0.01198049126512451,0.008326684123711545,0.01061031578157954,218.4482748760364,228.8563133948199,290.7618140329409
14.6,0.01194759928999949,0.008370618562009668,0.01068071185663602,217.8600862651626,230.0523061306058,292.6612317314566
14.7,0.01190025976815411,0.008407566275252409,0.01073945198954999,217.0134412315075,231.0579550427399,294.2457370168925
14.8,0.01183865912370857,0.008437681594764193,0.0107866295714104,215.9114814112764,231.8775234204244,295.5180758397304
14.9,0.01176269962323001,0.008460686594568284,0.01082180873307216,214.5522775820923,232.5035413056427,296.466751400093
15,0.01167280118937567,0.008476855537330397,0.01084528125221909,212.9430168905642,232.9434877962205,297.0997297493803
15.1,0.01156909652586197,0.008486131734054395,0.01085694059521278,211.0857615607292,233.195856263985,297.4142458915335
15.2,0.01145181356162579,0.008488532055051942,0.01085679660421796,208.9842376304437,233.2611199665098,297.4106077446251
15.3,0.01132128232438601,0.00848401542734988,0.01084480910546015,206.6439672625571,233.1381759777178,297.0877460739472
15.4,0.01117774369249342,0.008472532878373558,0.01082095219414151,204.0688618104803,232.8256898224145,296.4449212313697
15.5,0.01102174645645734,0.008454488276261354,0.01078580052494255,201.2682577828524,232.3345690502913,295.4974257985584
15.6,0.01085345641902302,0.008429092934542361,0.01073842957555802,198.2448080638889,231.6434293150786,294.2203645562693
15.7,0.01067325347258096,0.008396935933711668,0.01067969785998446,195.0047779966365,230.7681625571212,292.6365444062789
15.8,0.01048167110451688,0.008357841010571899,0.01060950546195791,191.5573241386728,229.7039370246495,290.7430738522906
15.9,0.01027908699157269,0.00831175353566827,0.01052793053620519,187.9087858269977,228.4491841388414,288.5417681709229
16,0.01006592742463954,0.008258689433214766,0.01043516051491992,184.066388307508,227.0042415994544,286.0373536270117
16.1,0.0098428744983577,0.008198855686343898,0.01033163985105149,180.0420140661443,225.3746679340023,283.2415144238062
16.2,0.009610089531179304,0.008131468875586549,0.01021658615528507,175.838155775762,223.5389748806107,280.1326691155431
16.3,0.009367823648057473,0.00805717693057042,0.01009103874333871,171.4589689455988,221.5147195073868,276.7385422359966
16.4,0.009117000880326317,0.007975653105770763,0.009954815385141888,166.920798882201,219.2928535742839,273.0537612570486
16.5,0.008857979934860089,0.007887060117702717,0.009808369923370506,162.229809397269,216.8776649552923,269.0901573748397
16.6,0.008591135546666542,0.007791351466637978,0.009651900983519684,157.3924810961531,214.2676850643377,264.8525879895207
16.7,0.008317130325320877,0.007688385464955975,0.009485497744765016,152.4205900990697,211.4588805477582,260.3430045021311
16.8,0.008036103400797155,0.007578009194777721,0.009309255604674783,147.3164665821354,208.4469575320527,255.5636032205843
16.9,0.007748603404711581,0.00746026772497751,0.009123514685968784,142.0898805313535,205.2329266266728,250.5230931928669
17,0.007455185378034778,0.007335406483385855,0.008928865211237494,136.7507789309034,201.8232930849502,245.2370389305505
17.1,0.007156076526557013,0.007203246445833196,0.008725378473388137,131.3031593648288,198.2128712723945,239.706800197158
17.2,0.006852106903682952,0.007063638157501555,0.008513170776198982,125.7621395291208,194.3974995688454,233.935290058354
17.3,0.006543106285102641,0.006916645923774488,0.008292621995589312,120.1245657223228,190.3786667255777,227.9323517541629
17.4,0.006229636681360212,0.006762199906419182,0.008063945407061662,114.4006952254611,186.1542515470134,221.7034096477813
17.5,0.005912048296864458,0.006600411800380392,0.007827571742023072,108.596944994197,181.7270627529607,215.2597972417577
17.6,0.005590865715768907,0.006431412911736621,0.007583949148049916,102.7229862408406,177.1005115743496,208.6134566882436
17.7,0.00526621084433406,0.00625508461132879,0.007333224822435,96.78113955956628,172.2710893447634,201.7680509207341
17.8,0.004938406680037293,0.006071390981533272,0.007075644122658212,90.77744917073338,167.2376401553597,194.7300733566459
17.9,0.004607754787564169,0.005880504952145151,0.006811687811916984,84.71758106764489,162.0046735864824,187.512410711751
18,0.004274522509111256,0.005682375252819897,0.006541568322254349,78.6066147472432,156.5705999822174,180.1207119414088
18.1,0.003938907280131788,0.005477107044244124,0.00626567262686852,72.44835755289496,150.9381002390861,172.5654056716601
18.2,0.003601184845107683,0.00526479209853175,0.005984361993692794,66.24808528808646,145.1095261679028,164.8563036019233
18.3,0.003261557983344139,0.005045474840287675,0.005697934481275395,60.00974824287521,139.0859292779277,157.0015073758333
18.4,0.002920230746252868,0.004819310137090108,0.005406803206755929,53.73733961859025,132.8714205677691,149.0123402873903
18.5,0.0025774077313877,0.004586382703270377,0.005111290474255663,47.43487920408977,126.4682069322751,140.8976785122939
18.6,0.0022331386108472,0.004346711182181374,0.004811634803897884,41.10354725067513,119.876682065517,132.6641295382498
18.7,0.001887454076709761,0.004100137393370761,0.004507871810827129,34.74419799650911,113.0924538318331,124.3128176590552
18.8,0.001540964829073093,0.003847702910223951,0.004201343840494302,28.36833067387636,106.1440327166653,115.8807011510512
18.9,0.001193704282906167,0.003589017798537743,0.00389180007109341,21.97687829368816,99.02072543171808,107.3611416791337
19,0.0008454468675782853,0.00332397379554174,0.003579298313016734,15.5659900758045,91.7195332124647,98.75592941690566
19.1,0.0004965369750328043,0.003053071318476232,0.003264541029373761,9.142313457736906,84.25425984651817,90.08464588932362
19.2,0.0001470088269899464,0.002776359347320115,0.002947728807827773,2.706791715712339,76.62630217325987,81.35308110153136
19.3,-0.0002028964634904564,0.002494173749581146,0.002629354841870412,-3.73581810689233,68.84502437820994,72.57515024430661
19.4,-0.0005531462411418393,0.002206615455067031,0.00230964878238548,-10.18459473446061,60.91329615437145,63.75746931240838
19.5,-0.000903605901006514,0.001913903598412554,0.001988952471392342,-16.63673936851952,52.83732931713919,54.90982324868467
19.6,-0.00125420910640717,0.001616286599421798,0.001667623904197005,-23.09070165139936,44.62413804188669,46.04241655979197
19.7,-0.001604783537752381,0.001314040694213662,0.001346034902408527,-29.54299854150014,36.2815830301671,37.1659139011163
19.8,-0.001955255346277759,0.001007400723004545,0.001024499826587193,-35.99193711623431,27.81636878559831,28.28932993748153
19.9,-0.002305496916691264,0.0006964438842648741,0.0007031600319734386,-42.43485879315974,19.2309060920084,19.41695632809596
20,-0.002655325408347212,0.0003818827094596889,0.0003827848791920362,-48.86807811554431,10.54516641965785,10.57041181960371
20.1,-0.003004625861364377,6.358207450411566e-05,6.327270082225173e-05,-55.28917249384333,1.755747902573578,1.747260153506753
20.2,-0.003353309546446273,-0.0002579502918927598,-0.0002548453607824908,-61.6962080487104,-7.12297719403064,-7.037461313657751
20.3,-0.003701021920268787,-0.0005824535184118872,-0.0005713010765096292,-68.08236557806414,-16.08342938998494,-15.77598584801217
20.4,-0.004047767453637849,-0.0009095799093201223,-0.0008857551676695704,-74.44744531754533,-25.11561335244487,-24.45859844003409
20.5,-0.004393312448686171,-0.001239036362999194,-0.001197936730128532,-80.78686507240695,-34.21101918832909,-33.07748191315971
20.6,-0.004737395198943898,-0.001570424370149532,-0.00150748758520695,-87.09557641362244,-43.3582267567944,-41.6224402193986
20.7,-0.005079821444015248,-0.001903397437984104,-0.001814115679389382,-93.36975163292355,-52.54722963635152,-50.08511087195999
20.8,-0.005420291739893549,-0.002237528395617265,-0.0021174674622363,-99.60369217540148,-61.76581223045865,-58.45547743410079
20.9,-0.005758586207593073,-0.002572480076028085,-0.002417290693398129,-105.7931413863013,-71.0042211287674,-66.72632555469887
21,-0.006094369895376875,-0.002907809093825185,-0.002713248026767846,-111.9317789688744,-80.24978945970632,-74.8881306331423
21.1,-0.006427466677396781,-0.003243272735157724,-0.003005204734876731,-118.0162200005711,-89.49539730625848,-82.93698831041654
21.2,-0.006757435480559809,-0.003578271840349029,-0.003292709182291032,-124.0382673647511,-98.7241148641337,-90.86028825132507
21.3,-0.007083903864734603,-0.003912447663411565,-0.003575548918713471,-129.9910180962273,-107.9256660040499,-98.65204877601268
21.4,-0.007406690944875238,-0.00424544869627813,-0.003853531912454089,-135.8711028759534,-117.0899999188152,-106.3068856140371
21.5,-0.007725096313584915,-0.004576666366211159,-0.004126247244618121,-141.6657229070995,-126.2000232888337,-113.8134194559086
21.6,-0.008039091978176172,-0.004905817377551763,-0.00439359346078153,-147.3743320931216,-135.247616965625,-121.1688090226735
21.7,-0.008348028783238728,-0.005232424234868928,-0.004655307721254555,-152.9851870343345,-144.2193894284774,-128.3658307474656
21.8,-0.008651410908096822,-0.005555769706273346,-0.004910928149854174,-158.4893620139119,-153.0954165208871,-135.3918181587601
21.9,-0.008948959750053557,-0.005875896795350085,-0.005160682310282287,-163.881912727254,-161.8766842706227,-142.2530859931337
22,-0.009240136381262115,-0.006191885410816745,-0.005403957209219181,-169.1532299906986,-170.5378077877858,-148.9328698229657
22.1,-0.009524313173965324,-0.006503498060650044,-0.005640755167153076,-174.2921794796949,-179.0722121060225,-155.4313651749717
22.2,-0.009801175944375641,-0.006810203500222206,-0.00587083223111369,-179.2933229321696,-187.4653095229799,-161.7420118265567
22.3,-0.01007011131872148,-0.007111546189387946,-0.006094021485519567,-184.1458554888968,-195.7046414301625,-167.8603814117879
22.4,-0.01033066553545789,-0.007407079694154283,-0.00631017425845005,-188.8419734918367,-203.7781315153328,-173.7826170734179
22.5,-0.01058232376649286,-0.007696329320534112,-0.006519127536273043,-193.3728110707833,-211.6729838022284,-179.5044817818757
22.6,-0.01082435906632615,-0.007978846854642752,-0.006720747113384347,-197.7256008833844,-219.3770780941609,-185.0224534961679
22.7,-0.01105648834927283,-0.008254213029896523,-0.006914934178082927,-201.8957876616823,-226.8793131406417,-190.33411735901
22.8,-0.01127812378644509,-0.008521994450583898,-0.007101581457256009,-205.8732795083595,-234.1681857039601,-195.4367795031139
22.9,-0.01148874467409252,-0.008781766734689949,-0.007280594909016853,-209.6492483846291,-241.2325201419162,-200.328131349058
23,-0.01168784489400152,-0.009033115751956956,-0.007451892871692387,-213.2151567563048,-248.0614798937789,-205.0062103249684
23.1,-0.01187492186594036,-0.009275643425945106,-0.007615409470917098,-216.5625520387316,-254.6447194024605,-209.4694892701354
23.2,-0.01204954450124828,-0.00950897071247642,-0.007771095680469174,-219.6842698795364,-260.972457751692,-213.7169007612617
23.3,-0.01221118077616708,-0.009732736103753706,-0.007918916396725489,-222.5713737915042,-267.0354598524063,-217.7477757424695
23.4,-0.01235947351852963,-0.009946551084463595,-0.008058813277973162,-225.2180140800461,-272.8237604581817,-221.5607811965619
23.5,-0.01249399911855135,-0.01015011544769303,-0.008190796562406828,-227.6171684782581,-278.3298456550737,-225.1564702677135
23.6,-0.01261434390243417,-0.01034305709157896,-0.008314813017141189,-229.7619536327592,-283.5442719383105,-228.5336511214749
