"time","slipAngleFrontWheel","slipAngleRearLeftWheel","slipAngleRearRightWheel","forceFrontWheel[1,2]","forceRearLeftWheel[1,2]","forceRearRightWheel[1,2]"
4.6,-0.7565671657132168,-0.02951637422919379,-0.02923936193272944,-600.7836954619926,-766.8208838928357,-760.5837251171906
4.7,-0.1217824884858829,-0.02952489156569253,-0.02925336590499887,-735.9288882882362,-767.1625509438778,-760.888091974467
4.8,-0.3341788152011962,-0.0294640877437102,-0.02918770360232448,-597.9926600238413,-765.6782913850971,-759.4001671208395
4.9,-0.7668091883909434,-0.02941845547915333,-0.02913714973675382,-601.0039484114944,-764.5865102159798,-758.2517513243106
5,-0.1660807305595152,-0.02945038969103901,-0.02917416920705885,-626.008223499544,-765.4652944722575,-759.0812492481069
5.1,-0.2850067067390202,-0.02941742104246099,-0.02913670020403388,-596.6738041821772,-764.6266237510421,-758.2317447170235
5.2,-0.7679565438522231,-0.02938780410819937,-0.02910092503212848,-601.1964397379937,-763.8826956784327,-757.4264744695213
5.3,-0.2223595096448719,-0.02944180786913757,-0.02915941366680239,-587.6019153072419,-765.263531099062,-758.7453634396145
5.4,-0.2164664617500485,-0.02943937132012612,-0.02915313348323921,-593.9037304160328,-765.140369130145,-758.6030175316167
5.5,-0.7565794099221512,-0.02942477265913358,-0.02913096393314941,-601.3811312111374,-764.7188300617645,-758.1173144655218
5.6,-0.3162855878052768,-0.02949865415698858,-0.02920835119834538,-592.2259969269276,-766.5423110343664,-759.8645007645133
5.7,-0.1222674832968344,-0.02953151970349001,-0.02923865568129123,-723.738605295099,-767.2578583706639,-760.5506002420373
5.8,-0.7152912859482272,-0.02953067076083236,-0.02922874830441997,-601.4744545246066,-767.1261313214965,-760.3559071158807
5.9,-0.4669235670246752,-0.0296177197516871,-0.02931743690005342,-596.590200467663,-769.2171271236631,-762.3553862855563
6,-0.04659492546081648,-0.0296908443282479,-0.02939001143498497,-722.6394747697992,-770.9061194350022,-764.0001422198621
6.1,-0.5952166896871778,-0.02970872727401601,-0.02939820660008022,-601.1895577573295,-771.1830158172091,-764.2199566533636
6.2,-0.6405961017136035,-0.02979450690456604,-0.02948193735977712,-599.8350030883082,-773.1715806485795,-766.1065093380473
6.3,-0.02658055729813168,-0.02990852977733083,-0.0295975262875493,-455.3466220907035,-775.8550115386042,-768.7211947227072
6.4,-0.305885431231831,-0.02996425930684225,-0.02964576973881902,-598.7206496309215,-777.0150703919476,-769.8293245389573
6.5,-0.7002910492552655,-0.03003165233753326,-0.02970553396094435,-601.3948863418658,-778.4791703563595,-771.1989011478873
6.6,-0.3855019894459389,-0.03016513031769029,-0.0298396823369343,-596.9089090551416,-781.5959436071158,-774.2135153484272
6.7,-0.03124275046266227,-0.0302828183524065,-0.02995549606333995,-538.2167019956187,-784.2721103988663,-776.8241557535202
6.8,-0.390373424352249,-0.03035809857916169,-0.03002178724374276,-600.3677279986513,-785.8633206818884,-778.3453749906014
6.9,-0.6623116658404766,-0.03045937747725998,-0.03011621078498053,-601.3802955345293,-788.103525743097,-780.4802243492153
7,-0.4255594443433279,-0.03060871391821546,-0.03026468194376943,-598.6866331973303,-791.5313279617601,-783.7995204694533
7.1,-0.01871009539968501,-0.03075484013397158,-0.0304091052618487,-332.2672550714636,-794.8479107788562,-787.0332219880404
7.2,-0.1045840480365243,-0.03087348096725677,-0.03052126889427973,-791.8786740607147,-797.441593782171,-789.5503483480627
7.3,-0.4132936816186594,-0.03098423130202766,-0.0306233233675607,-600.9790539843938,-799.8437009018008,-791.8609782663661
7.4,-0.5834159909759959,-0.03111633364770086,-0.03074865264988701,-601.4724100751818,-802.7571937478573,-794.6659525875549
7.5,-0.5595059963421471,-0.03127140077370825,-0.0308993924127675,-601.0795944510614,-806.2177160490721,-798.0138140702276
7.6,-0.4280012365429716,-0.03143628690981479,-0.03106065589937533,-600.159410736234,-809.8997442776729,-801.5877245490144
7.7,-0.2926519709399481,-0.03160259711285614,-0.03122276273814026,-599.0171509065783,-813.5915055158396,-805.1753849116077
7.8,-0.2191934794068425,-0.03176878023421451,-0.03138381296595079,-598.2926240169623,-817.2545978693352,-808.7345044846908
7.9,-0.2217958363945966,-0.03193578854123844,-0.03154478253513762,-598.7086632227162,-820.913021699682,-812.2865010535617
8,-0.30386919168668,-0.03210349927230783,-0.03170542605017079,-599.9704824644432,-824.5622552423157,-815.8271847471771
8.1,-0.4333745184556514,-0.03227192241872783,-0.03186567541065501,-601.0757501148543,-828.1992599462246,-819.357938763018
8.199999999999999,-0.4410773559029602,-0.03245288465488087,-0.03203902764757071,-601.4742984029405,-832.1086766411096,-823.1677562621769
8.300000000000001,-0.1179312935114304,-0.03267437395454624,-0.03225706159927148,-771.7760105050638,-836.9526995707715,-827.9004574645214
8.4,-0.1066173695465234,-0.03289642668062807,-0.03247310626730931,-805.6869197816593,-841.7797319432495,-832.583871084484
8.5,-0.3113375312861047,-0.03309835959816905,-0.03266390900215108,-601.399142018964,-846.0553779793175,-836.7519736996982
8.6,-0.2049270085899562,-0.03336340684562718,-0.03292316295926064,-600.5395019736256,-851.779232757928,-842.320250616536
8.699999999999999,-0.02296254392215769,-0.03364657966096891,-0.03319915064339111,-407.7095132458792,-857.8353598443756,-848.2398924332742
8.800000000000001,-0.02188060667222923,-0.03395378241364853,-0.03349626487258601,-389.6501129360712,-864.3465246239256,-854.5906020137204
8.9,-0.2643261032182616,-0.03429109554854485,-0.03381902640202911,-601.2880659212917,-871.4139043944693,-861.4727726906661
9,-0.02835928534163346,-0.03473369861782472,-0.03425066586846055,-493.8517886838617,-880.7116308617847,-870.5653495865755
9.1,-0.1157545634526391,-0.03525714706502055,-0.03475541143709736,-785.072700794684,-891.5507216242546,-881.1368988300148
9.199999999999999,-0.02532673547005997,-0.03596497362494265,-0.03544000980125348,-445.0864035327081,-906.0602845820566,-895.3017507769677
9.300000000000001,-0.03878965760864013,-0.03701329664187681,-0.03644761200384763,-641.4598075943304,-927.1514196281092,-915.821192628802
9.4,-0.06470171830020878,-0.03955675855326571,-0.03886477648997835,-852.2646414182731,-976.3863529756202,-963.3275989983738
9.5,-0.06302511552304126,-0.04486538197718178,-0.04398314074918724,-847.1479293384775,-1069.727206685349,-1055.199572977575
9.6,-0.05687530929171195,-0.05031255707517157,-0.04929153892105768,-817.1185918062716,-1150.663550249877,-1136.722662482964
9.699999999999999,-0.05144761247795877,-0.05349162526488912,-0.05244609584390739,-777.0560197344516,-1190.226227096164,-1177.842918721616
9.800000000000001,-0.04540399891264272,-0.05311471286974243,-0.05217389919617866,-719.0554236572974,-1185.868956016152,-1174.514398454613
9.9,-0.03828636914573753,-0.04866341518973522,-0.04793381844525358,-634.8666601669524,-1127.920931422281,-1117.269169217685
10,-0.03016081983863485,-0.04071441768896907,-0.04023920071218972,-521.093719772682,-997.9749637971713,-989.1362339077156
10.1,-0.02143946149283515,-0.03100474730960037,-0.03075120317527583,-382.4611758900776,-800.4450788830881,-794.7212616123496
10.2,-0.01259368913204499,-0.02137180489553185,-0.02126900145625071,-229.3912431081718,-571.9397150875454,-569.3067221780354
10.3,-0.00387030571461542,-0.01266405415244768,-0.01264413912379258,-71.19004872374343,-345.929270582271,-345.3632058119373
10.4,0.004764980354555749,-0.00477484905141212,-0.004782895872021886,87.60066257827766,-131.6574924850741,-131.8652776330961
10.5,0.01352322237261232,0.002754300653367664,0.002768287685405149,245.9126416946701,76.02300976128217,76.40054986687502
10.6,0.02269834222323935,0.01032375421594216,0.01041285237737763,403.3437208057275,283.0402329706612,285.4156787697106
10.7,0.03266689613665867,0.01817826402308709,0.0184018291660288,557.9655486814246,490.7683768196732,496.4679398148152
10.8,0.04403666679467346,0.02645652275319902,0.02687955189348111,704.14149846753,695.9600753427385,705.8787916788616
10.9,0.05825533981612256,0.03522091274591578,0.03590785927692113,825.3219088354539,890.8403866329433,904.8470367774922
11,0.08099034499319999,0.0442323293097841,0.04520958056568535,853.8870216189633,1059.347964837116,1075.296742726703
11.1,0.2421172616690808,0.05076066553416014,0.05180258815673368,601.4504367184409,1156.55482705731,1169.946872711749
11.2,0.1168937221546983,0.04999917794043861,0.05085087155052729,779.9067257423995,1146.399928660145,1157.800882947754
11.3,0.2337436291468959,0.0438411196186014,0.04445672238934474,601.0867935145038,1052.760019289004,1063.075891844787
11.4,0.3336401279993902,0.03655046903564129,0.03700995969136504,601.4735357484528,917.8933089721418,927.0531354241153
11.5,0.3488133829604428,0.03170308745671505,0.03210260587920639,601.4747061695605,815.8242260914163,824.5058547101241
11.6,0.3403738814919138,0.03012289632991255,0.03052758939840924,601.2231885635866,780.6604467746334,789.7035740329253
11.7,0.02268591828662167,0.03070391987125307,0.03114009169420168,402.9863711271277,793.6579453803599,803.3996716705791
11.8,0.4179092990536515,0.03188599365915553,0.03236097951136349,601.4740734909021,819.8256428572544,830.1187856199812
11.9,0.05249913461775196,0.03284259107838686,0.03333013529967996,786.004603462968,840.5707462016973,851.0789713611379
12,0.1848454667485968,0.03312885030383715,0.03361685921948383,608.9238634554857,846.720981170553,857.1946978856445
12.1,0.4680958376754557,0.0328669209901078,0.03334826955055861,601.1785060835697,841.1118281810924,851.4064554814373
12.2,0.5082123764803508,0.03237503787783703,0.032845568323823,601.4702231435808,830.4813815340452,840.5916902236536
12.3,0.4621012463587075,0.03189430919419051,0.03235570162507496,601.426269383047,819.9951415097369,829.9884485628751
12.4,0.4302888576182005,0.03153970931963542,0.03199617129851601,601.3319685836019,812.2038104906696,822.1533557192292
12.5,0.4450830018083061,0.03131821823949002,0.03177331872133195,601.3245217297555,807.315120864511,817.2685225614749
12.6,0.5027583980795451,0.03118026600474266,0.03163579811461902,601.4083571364192,804.2626887276048,814.2382355157777
12.7,0.5752675954162227,0.03107111952707159,0.0315271747405529,601.4746927428878,801.841039943241,811.838656436822
12.8,0.6142181906508233,0.03095925379138478,0.03141465165716464,601.3619794751785,799.3484538077205,809.3623247012955
12.9,0.5581565829531719,0.03083796757101156,0.03129089191313224,600.7352757938439,796.6359997572234,806.6602230280322
13,0.3499207204480266,0.03071080647555905,0.03115988231765293,598.5007992285216,793.7876254402616,803.814452538091
13.1,0.05242307807503812,0.03057625551338487,0.031021913027648,760.773333927265,790.7746403333922,800.7938160914504
13.2,0.04960449579442922,0.03042625490567576,0.03087126461023898,757.7420457526873,787.4162543710686,797.4229921568061
13.3,0.297675457576568,0.03026171852471369,0.03070940785633834,599.7436803865266,783.7396213578206,793.7430660754517
13.4,0.6256807139769799,0.03010677657625045,0.03055765730999151,601.442482370579,780.2708733463913,790.2962522890799
13.5,0.659060553710739,0.0299964691945579,0.03044652243018736,600.9409271865489,777.7682195417983,787.8369790519309
13.6,0.3048115244369344,0.02991850157581794,0.03036455520272193,596.4190845975689,775.9919510740383,786.0933556435482
13.7,0.02572315928301828,0.02982385014854796,0.03026842045226492,453.4769260840622,773.8503309966471,783.9582730562529
13.8,0.2965555661292861,0.02969058083440774,0.03013912937632265,599.1442826720987,770.8441639314373,780.9596489987697
13.9,0.6884371783226217,0.02956032809688578,0.03001364598134074,601.4705496486728,767.9071372899765,778.0645975581139
14,0.6228103759942829,0.02949033219580725,0.02994236042348376,600.2143575077587,766.2967658234213,776.5200021450496
14.1,0.1081616279461522,0.02944335508634219,0.02989197341468106,780.9827936599664,765.2175366935419,775.4798576780692
14.2,0.1046059302717795,0.02935517639021489,0.02980606252557524,783.3224709358135,763.2093963520638,773.4885124108848
14.3,0.605418578528382,0.02923751679642828,0.02969539167833046,601.2325192035602,760.5566279939728,770.8778668382819
14.4,0.7198962630651287,0.02917525032130176,0.02963505164758254,600.9758455374191,759.122412534488,769.5280691080702
14.5,0.2553626448318457,0.02916102025424,0.02961790643542379,593.9242501981661,758.7836484199236,769.2589637383684
14.6,0.05648908184669687,0.02911488913066528,0.02957330692283108,800.9974048349656,757.726573104827,768.2374453710977
14.7,0.5282984120145482,0.02902522530976066,0.02949148412346461,600.867222391068,755.7007968647254,766.2631432714438
14.8,0.7502003802040965,0.02897792852432254,0.02944865630648304,601.2584977704963,754.6135961278736,765.2760003747547
14.9,0.3701106691656652,0.02899140103526955,0.02946051341701058,596.7338381369437,754.9066141952005,765.666376470161
15,0.03377050698535292,0.02898535937657859,0.0294558165552151,574.7412679304653,754.766103830867,765.5847782926696
15.1,0.4220653398680345,0.0289311501028896,0.02940973439257394,600.1784006860298,753.5401413071055,764.4238341761099
15.2,0.7495476583560136,0.02889945906778783,0.02938513205329354,601.4404265783172,752.8211074435557,763.8174938911851
15.3,0.5220506745007113,0.02893476816900699,0.02942098420130344,599.0852667716406,753.6125355228231,764.7351472972261
15.4,0.01588942660774025,0.02897239073439122,0.02945959611088049,283.6105086343913,754.4716678538177,765.684403668001
15.5,0.2071620206648722,0.02896564695229133,0.02946004447645933,596.4086559298441,754.3182135051982,765.6118150063863
15.6,0.6606991914623397,0.02894803698149314,0.02945228500943384,601.3839952549046,753.9401814862931,765.3492702396247
15.7,0.7021272273711505,0.02898701341732032,0.02949603660310277,600.9688651294617,754.818931449155,766.3782949090347
15.8,0.2976262664627012,0.02906300153107651,0.02957342859276176,596.293797673473,756.5456981946957,768.2413520957665
15.9,0.02701403511008416,0.02912046677919116,0.02963526241016408,473.9923159607939,757.8593013259475,769.6643540104669
16,0.2447713475535485,0.02914703651442069,0.02967092964098399,598.2445794400492,758.4726821344107,770.3911026951251
16.1,0.6144639895844818,0.029172708747349,0.02970710619906769,601.3399819032134,759.0817050502723,771.1425991097558
16.2,0.7071833339042443,0.02923747626054906,0.02977919086511305,601.3332235351027,760.5530526211649,772.7833568957629
16.3,0.5246940465653591,0.0293351672911212,0.02988139759762061,600.0248581520628,762.7667259662998,775.1668860948696
16.4,0.1863190114049835,0.02943942767246835,0.0299902698389946,603.7243892890352,765.1323048561827,777.6876922219415
16.5,0.01817625966797702,0.02953233453339524,0.03009001235039784,326.6619263588036,767.24639405214,779.9484322370758
16.6,0.06431555126192764,0.02961697225624993,0.03018350877143696,837.2235956182961,769.1666267053108,782.0197230712012
16.7,0.1842966805728688,0.02970022575618078,0.03027682823377675,601.1996911406226,771.0628194492128,784.0767911986384
16.8,0.3365935760647165,0.02979003943337033,0.03037697499137448,600.4789878900262,773.1093634499611,786.2950427103103
16.9,0.4310505507890648,0.02989100051628693,0.03048797621549178,601.0457369786732,775.4008222258956,788.766532327817
17,0.4652157916465113,0.03000308743779895,0.03060976370186543,601.2045520683181,777.935495765629,791.4861920528534
17.1,0.4456459014169324,0.03012543753055151,0.03074153995333661,601.1913179844898,780.6937939807378,794.4324123793804
17.2,0.3644486279558237,0.03025865899852147,0.03088383044940917,600.9609193186911,783.6871109357413,797.6167773964683
17.3,0.2053183797898093,0.03040437778017243,0.03103809067113657,599.7891091362188,786.9477489458612,801.0748684516922
17.4,0.061890626793755,0.03055907156050704,0.03120123909727578,837.6078777339235,790.4012215174928,804.7377635107158
17.5,0.01489575504186717,0.03070821692369562,0.03136049850140914,268.1127622692575,793.7324410530023,808.2918052884894
17.6,0.3813043213938601,0.03083062478749632,0.03149710654107257,600.6791132838455,796.4747777098119,811.2499452804025
17.7,0.492891085683299,0.03096322413440769,0.03164332683396804,601.4601416854829,799.4530071973214,814.4078199968992
17.8,0.0487943586436888,0.03116880597310056,0.03185523478471008,753.7988388639986,803.9813056707883,819.1552001393351
17.9,0.4482554483141108,0.03130394396046596,0.03200643649616197,601.2531914469125,806.9945892216952,822.4059720676248
18,0.05337183494277303,0.03151117596806385,0.03222204008055694,792.7543079000942,811.5512212051286,827.1652246021687
18.1,0.4238795381775562,0.03165760398133884,0.0323858632788917,601.463851931121,814.8108087295375,830.6519904357325
18.2,0.3909962954164907,0.03186322594753052,0.03260378630998289,601.2928737238573,819.31001287754,835.4087248689857
18.3,0.331510711648371,0.03207716090224312,0.03283103242065568,601.1952761623575,823.9862592177524,840.3312677060367
18.4,0.4014971504281359,0.03228834290664821,0.0330584546047871,601.4676473460241,828.6090863567255,845.193393211425
18.5,0.05636124460679625,0.03256571195514994,0.03334756322711643,814.2273503514851,834.6029744495405,851.4461068187726
18.6,0.2962659239822515,0.0328077923645084,0.03361044544195615,601.4547251681587,839.8671151133483,856.9972105666168
18.7,0.180834802647289,0.03312167147619732,0.03394260116887074,612.7193591520218,846.6140954643499,864.0536365735693
18.8,0.1333762826959015,0.03349132559573476,0.03433282892614273,734.0644378762738,854.497005329593,872.3168595811505
18.9,0.2814226191628582,0.03389919496719745,0.03476936621821847,601.4545245885217,863.1849218267869,881.4044519729418
19,0.2489365710859324,0.03443564971631448,0.03533929017553495,601.4728788393619,874.4866594003536,893.2044722234579
19.1,0.07453419412535528,0.03517885965891807,0.03612719424796573,858.0778977080753,889.9412050610414,909.3270912489276
19.2,0.09888607604760977,0.03638256341600164,0.03744159872549151,826.0925342058187,914.5470313575614,935.5993483008401
19.3,0.0619790748732948,0.04018163799564889,0.04151123177884801,843.269538982463,988.1228787216386,1012.306450313986
19.4,0.05437095923778029,0.04491200584648015,0.04647614855818874,800.1357553220148,1070.515771786851,1095.32309792552
19.5,0.04873254826007549,0.04776775256163332,0.04940574998418652,752.6514820396817,1114.840768727119,1138.335432785202
19.6,0.04323882011665356,0.04762673843876306,0.04915543732036606,695.1492474580847,1112.743284549892,1134.863008570997
19.7,0.03728818936346259,0.04442836115896615,0.04570596398061377,621.828913441092,1062.560732332702,1083.315986610399
19.8,0.03087453533098958,0.03895479991498893,0.03991786437675984,531.7415935267848,964.9946919274025,983.2498601634911
19.9,0.02424172005082023,0.03244403167791983,0.03310575581341296,428.5748027968335,831.9702039125501,846.3264648595582
20,0.01762529254201927,0.02589003198089615,0.02630425785801443,317.6956013216974,682.4384297994255,692.3584043961032
20.1,0.0111261785304717,0.01968681493891692,0.01991454565808476,203.1431690817531,529.3423119311853,535.1822523933005
20.2,0.004722942997771685,0.01380203871354537,0.01389945183858164,86.83002882769624,376.1986859488839,378.8224318603726
20.3,-0.001664750685512056,0.008071848645276289,0.008091535898227769,-30.64659568561952,221.9037321226319,222.463728594777
20.4,-0.008133130198381463,0.002352970848777434,0.002347588974644836,-149.0811699797917,64.94777929342382,64.80641351945367
20.5,-0.01478063531200756,-0.00344674665841522,-0.003422281688540071,-268.1227029070058,-95.09753072491226,-94.43411666048067
20.6,-0.02171566852389602,-0.009386830749240186,-0.009274549641425734,-387.0670450766955,-257.6488844507963,-254.6318951215546
20.7,-0.02907767707046246,-0.01551515723226193,-0.01525385712773525,-504.7142844243024,-421.4296477547724,-414.6076409509569
20.8,-0.03707678225732253,-0.02187773366768451,-0.02140316905687174,-619.0416623461249,-584.5141791388941,-572.7196976220373
20.9,-0.04608667555256962,-0.02851758853924059,-0.02776364766011381,-726.2716811328235,-744.0515848824348,-726.6601831942354
21,-0.05694722757753397,-0.03545004574273242,-0.03435373696173369,-817.5654521061282,-895.4827724255854,-872.7929343418274
21.1,-0.0727115963851596,-0.04253765433900455,-0.04106262167468767,-858.886667871295,-1030.45108999832,-1004.272910936933
21.2,-0.07479915719589852,-0.04847353902108711,-0.04679122595337268,-857.9995559873889,-1125.160285074253,-1100.136505770253
21.3,-0.1372356349010315,-0.04854343807357875,-0.04702652648435943,-722.4679288397515,-1126.189054653667,-1103.698093326492
21.4,-0.3038825372332184,-0.04413078099705639,-0.04289502184110484,-601.4106126362008,-1057.648791831892,-1036.657336858099
21.5,-0.0637627080174321,-0.03883312820747493,-0.03783090526320867,-849.4077060021074,-962.7056279168554,-943.2627905656037
21.6,-0.05654656327815878,-0.03502634108497295,-0.03414858391814025,-815.4975319982958,-886.7841529291261,-868.413454493327
21.7,-0.3231359463092471,-0.03317771139560061,-0.03233776522671959,-601.4535043464674,-847.7539063674652,-829.6883564800004
21.8,-0.0228354308363221,-0.03274364132614227,-0.03190612212170014,-405.0399240132916,-838.4991538198682,-820.2318268932252
21.9,-0.2705541180331521,-0.03283640021315187,-0.03198152636223388,-600.9432954445916,-840.4630721935433,-821.8894732293938
22,-0.3351926325401094,-0.03301268357328655,-0.03214559886301135,-601.0908938320081,-844.2459808314105,-825.4732751088748
22.1,-0.1429685864370743,-0.03307094186813625,-0.03220227967214907,-705.0218738739574,-845.5353391301784,-826.6918779338611
22.2,-0.04876181496556442,-0.0329615507392596,-0.03209644411394758,-753.7874254567868,-843.1813510053622,-824.3841652992804
22.3,-0.4805717259182895,-0.03270982185217768,-0.03184510409679023,-601.4693823109928,-837.6601784322646,-818.9205048693508
22.4,-0.02285001774387557,-0.032503560980937,-0.03165001127460925,-400.7141582933603,-833.310100332088,-814.597278588691
22.5,-0.5048982949612757,-0.03222210968276284,-0.03136806782381733,-601.4633994512857,-827.0730242306552,-808.4214808795736
22.6,-0.03614407294230663,-0.0320499294804537,-0.03120506089359933,-607.6449548161905,-823.4304530338731,-804.779259057512
22.7,-0.4497703846777991,-0.03182972782354976,-0.03098325855433816,-600.9521956270481,-818.5504294873843,-799.8702619225971
22.8,-0.5026754832627284,-0.03164087716510446,-0.03079437192327182,-601.4163346749594,-814.345985880695,-795.6869865444265
22.9,-0.08284473556367264,-0.03151324574573401,-0.03067218066910496,-842.9101179366817,-811.6193993115315,-792.929523103596
23,-0.01733264736815256,-0.031366466285647,-0.0305267997259523,-308.255510044863,-808.4296107130347,-789.6744472473644
23.1,-0.3979343550182537,-0.03119450133755207,-0.03035203779727265,-600.3702976005343,-804.571229536275,-785.7638943063304
23.2,-0.6225267590055853,-0.03102672778857308,-0.03018125788249551,-601.3407707578428,-800.7806563494345,-781.9422223063067
23.3,-0.622319569939117,-0.03088175228448126,-0.03003515835855845,-601.4712221636854,-797.5315765140206,-778.6606041332639
23.4,-0.491891901063957,-0.03075744696455506,-0.02991108376006751,-601.2706370290354,-794.7764112543101,-775.8557131072423
23.5,-0.3109454849454471,-0.03064451465304145,-0.02979849503172581,-600.5451572196606,-792.28711469233,-773.297725423039
23.6,-0.1522559819135115,-0.03053612875960433,-0.02968973548227419,-663.577621736941,-789.8963971481847,-770.8235655694501
23.7,-0.07700990529982273,-0.03042978704935956,-0.02958202720570201,-843.2299776305529,-787.5424364257382,-768.3757942369068
